latitude15,longitude15,latitude05,longitude05
40.73124483,-73.98633627,40.72917205,-73.98417518
40.7908691,-73.97867284,40.8349923,-73.94674749
40.76609772,-73.9522019,40.73269452,-74.005618
40.72026956,-73.98245553,40.73289214,-74.00572987
40.77176247,-73.95948624,40.73240902,-74.00639735
40.78693122,-73.96932152,40.73315021,-74.00413505
40.77222078,-73.94846833,40.83334211,-73.94541898
40.71995334,-73.98261705,40.83318083,-73.94683205
40.78369752,-73.95751207,40.7261758,-73.99615401
40.79870324,-73.97138909,40.83318083,-73.94683205
40.78664231,-73.96863461,40.73255461,-74.00374172
40.82214024,-73.95630004,40.73255461,-74.00374172
40.74571646,-73.99089075,40.78633311,-73.97814545
40.78667022,-73.96870096,40.72855454,-73.98460107
40.76283176,-73.96394042,40.7216759,-73.98265093
40.77964082,-73.98213379,40.72146173,-73.98214231
40.72047678,-73.98234968,40.7216759,-73.98265093
40.73835063,-73.98178513,40.72373185,-73.98355955
40.74460366,-73.98150895,40.72368243,-73.98344411
40.79423949,-73.97304802,40.72392954,-73.98402129
40.72925837,-73.97991368,40.72370714,-73.98350183
40.77828881,-73.98065303,40.72350945,-73.98304009
40.7370324,-74.00005881,40.77032722,-73.98769262
40.82209613,-73.95635218,40.77032722,-73.98769262
40.78686902,-73.96917364,40.77032722,-73.98769262
40.7198551,-73.98266723,40.77017914,-73.98901039
40.77200726,-73.96006647,40.77029719,-73.98929197
40.76950279,-73.98170418,40.79226005,-73.93653237
40.7629864,-73.96273257,40.79226005,-73.93653237
40.73332564,-73.98528062,40.77017914,-73.98901039
40.76298832,-73.96431125,40.77025876,-73.98919811
40.76267226,-73.96356265,40.77029719,-73.98929197
40.79877541,-73.97156027,40.79226005,-73.93653237
40.73663365,-73.97771678,40.79226005,-73.93653237
40.79505147,-73.97322426,40.79226005,-73.93653237
40.76952998,-73.95986987,40.79226005,-73.93653237
40.79500562,-73.97325694,40.79226005,-73.93653237
40.73562561,-74.00331934,40.79226005,-73.93653237
40.78682915,-73.96907885,40.80222531,-73.95885582
40.77994079,-73.98283732,40.80285919,-73.95840753
40.75202415,-73.97937114,40.80285919,-73.95840753
40.73860106,-73.97878439,40.80791084,-73.95473067
40.77791816,-73.97854626,40.78263119,-73.98240395
40.82204303,-73.95641495,40.78319837,-73.94462234
40.77783888,-73.97860389,40.78319837,-73.94462234
40.7471697,-73.97904057,40.79611678,-73.93236807
40.78002538,-73.98303572,40.78704851,-73.97348681
40.74732116,-73.97892937,40.78710069,-73.97360957
40.73337776,-73.98540436,40.78722152,-73.97389119
40.73876673,-73.97917938,40.78686176,-73.9730391
40.71928233,-73.99062855,40.7869112,-73.97316186
40.80071195,-73.94855776,40.78704851,-73.97348681
40.77797101,-73.97850784,40.78783657,-73.97491654
40.78589592,-73.97102852,40.78845678,-73.9744649
40.78180585,-73.98518751,40.78856655,-73.9743818
40.73364424,-73.98603694,40.78783657,-73.97491654
40.77175246,-73.95108945,40.78851166,-73.97442515
40.76280218,-73.96387036,40.78873121,-73.97426256
40.75207577,-73.97949445,40.7941091,-73.93490903
40.75165931,-73.97849977,40.7329195,-74.00720203
40.78562674,-73.9723979,40.79686118,-73.93337136
40.7977351,-73.96204185,40.79715804,-73.9341223
40.78626783,-73.96943822,40.79561021,-73.9344561
40.73866786,-73.97894365,40.79571742,-73.93475576
40.7808424,-73.98554646,40.79574491,-73.93482075
40.78700072,-73.97119685,40.76953967,-73.98958813
40.82912693,-73.95027877,40.76953967,-73.98958813
40.7882366,-73.94876932,40.76944358,-73.98931377
40.73881312,-73.97928998,40.72647187,-73.99012161
40.78468321,-73.97015541,40.72640873,-73.9899737
40.79866517,-73.97300303,40.72640873,-73.9899737
40.77500046,-73.95479622,40.72604634,-73.98906818
40.75907094,-73.96220535,40.72604634,-73.98906818
40.73702335,-73.97913065,40.72604634,-73.98906818
40.77241577,-73.9551334,40.72596123,-73.98885894
40.75925869,-73.96206708,40.72590358,-73.98872185
40.79678405,-73.97221629,40.72573062,-73.98830337
40.78415432,-73.95452762,40.72573062,-73.98830337
40.75916673,-73.9621348,40.84243947,-73.93734829
40.77085504,-73.95963574,40.84245596,-73.93738442
40.79684886,-73.97216901,40.72581573,-73.98851261
40.79091435,-73.97851331,40.72573062,-73.98830337
40.79672643,-73.97225832,40.72573062,-73.98830337
40.78095403,-73.98550071,40.72589809,-73.98875793
40.76366509,-73.96177031,40.72584593,-73.98862805
40.73714436,-73.9794179,40.72579377,-73.98850179
40.78363383,-73.97356691,40.72558237,-73.98798951
40.76644172,-73.98448166,40.72603262,-73.989079
40.7848477,-73.97225655,40.72600516,-73.98901407
40.79013005,-73.97529805,40.72579377,-73.98850179
40.74820604,-73.99582479,40.7257416,-73.98837191
40.7821563,-73.97623693,40.72558237,-73.98798951
40.79295308,-73.97362546,40.72343842,-73.98542842
40.76638235,-73.95248723,40.84123405,-73.93645313
40.79889179,-73.9718363,40.7871364,-73.97373956
40.73892121,-73.98118589,40.78703479,-73.97349765
40.79068709,-73.97604661,40.7871364,-73.97373956
40.73634116,-73.97918224,40.78723008,-73.97536094
40.78414106,-73.95466071,40.78749018,-73.97247911
40.73720367,-73.97955869,40.78776206,-73.97312902
40.78210566,-73.97562101,40.76950463,-73.96498091
40.75921462,-73.96209953,40.77140146,-73.96569836
40.77205777,-73.94672685,40.77140146,-73.96569836
40.79097048,-73.97864579,40.76522735,-73.97138727
