latitude15,longitude15,latitude05,longitude05
40.74829709,-73.98065645,40.8349923,-73.94674749
40.73570804,-73.98261517,40.8349923,-73.94674749
40.78010688,-73.98322688,40.8349923,-73.94674749
40.78017187,-73.9833793,40.8349923,-73.94674749
40.72311463,-73.9903307,40.73239257,-74.00614838
40.76299829,-73.96045231,40.83334211,-73.94541898
40.75757044,-73.98285452,40.73259292,-74.00646592
40.72206573,-73.99110017,40.73259292,-74.00646592
40.73815531,-73.98054734,40.73259292,-74.00646592
40.71269558,-73.99769319,40.73273295,-74.0056144
40.739211,-73.98381722,40.73286743,-74.00569379
40.75019786,-73.97469992,40.72395425,-73.98407901
40.75041366,-73.97454407,40.72388012,-73.98390585
40.75689625,-73.98317757,40.72127501,-73.98169863
40.79952467,-73.971644,40.78595316,-73.94273505
40.76412273,-73.96117932,40.71376344,-74.01191818
40.73588436,-73.9995854,40.71506991,-74.0122611
40.75685573,-73.98308165,40.71506991,-74.0122611
40.73563404,-73.98266889,40.71506991,-74.0122611
40.76925783,-73.95922788,40.71376344,-74.01191818
40.74865418,-73.97795891,40.71376344,-74.01191818
40.75765083,-73.98304478,40.71506991,-74.0122611
40.80805619,-73.95983152,40.71506991,-74.0122611
40.76294435,-73.9603253,40.71506991,-74.0122611
40.78276884,-73.97371081,40.71376344,-74.01191818
40.73605973,-74.00000137,40.71376344,-74.01191818
40.7988762,-73.97069227,40.71376344,-74.01191818
40.7824135,-73.97500548,40.79003856,-73.93977386
40.74668429,-73.98454526,40.79003856,-73.93977386
40.79884647,-73.97071407,40.78934943,-73.93939168
40.78145103,-73.97570637,40.79111407,-73.93896393
40.80767399,-73.95892624,40.79111407,-73.93896393
40.71280108,-73.99809015,40.79111407,-73.93896393
40.71290694,-73.99812256,40.79611908,-73.93162045
40.78325205,-73.97266371,40.78986606,-73.96839012
40.72551012,-74.00027277,40.7897507,-73.96806876
40.78153315,-73.97564656,40.7893442,-73.96709391
40.75320222,-73.96469389,40.79711954,-73.93398148
40.71221565,-73.99791093,40.7893442,-73.96709391
40.78090783,-73.97610192,40.79705083,-73.93382264
40.80871253,-73.95801583,40.7888751,-73.9679789
40.73593186,-73.99969807,40.79581359,-73.93493625
40.71257012,-73.99801944,40.79617166,-73.93234995
40.76423597,-73.98893029,40.79584107,-73.93500123
40.72269797,-73.99054489,40.79574491,-73.93482075
40.74540176,-73.9803292,40.79547556,-73.93417453
40.80763146,-73.95882551,40.79547556,-73.93417453
40.75761084,-73.98295012,40.79428958,-73.93372787
40.7719741,-73.95998786,40.7958411,-73.93504457
40.74524219,-73.98044348,40.79490414,-73.93327942
40.8080118,-73.95972638,40.77178498,-73.99088389
