latitude15,longitude15,latitude05,longitude05
40.77004563,-73.98494997,40.72899366,-73.98430511
40.77020969,-73.98533807,40.72964959,-73.98382508
40.77217148,-73.96045571,40.70515268,-74.01558829
40.72180744,-73.98982976,40.70564402,-74.01539725
40.77039613,-73.9816267,40.70588832,-74.01529992
40.77022715,-73.98121826,40.72964959,-73.98382508
40.77008698,-73.98504779,40.70505379,-74.0161942
40.77018061,-73.98526929,40.70588832,-74.01529992
40.79238702,-73.97423449,40.70643443,-74.01598895
40.77688357,-73.97980287,40.70600935,-74.01315031
40.77277225,-73.9553271,40.70600935,-74.01315031
40.76996266,-73.98475372,40.70574309,-74.01338109
40.73943979,-73.98436755,40.83437147,-73.94560605
40.77033272,-73.98369364,40.70574309,-74.01338109
40.76955939,-73.95993924,40.8349923,-73.94674749
40.72173136,-73.98958224,40.8349923,-73.94674749
40.76332189,-73.96121439,40.8349923,-73.94674749
40.78061205,-73.98564087,40.8349923,-73.94674749
40.77000454,-73.98485279,40.83454704,-73.94542883
40.76436461,-73.95955458,40.83334211,-73.94541898
40.74780138,-73.97857966,40.83334211,-73.94541898
40.76307992,-73.96064456,40.83334211,-73.94541898
40.76963905,-73.96012717,40.72101567,-73.98109212
40.76313613,-73.96077693,40.83430943,-73.94798393
40.76960162,-73.96003888,40.73098614,-73.98285056
40.76964206,-73.98370686,40.73126059,-73.98264844
40.77046435,-73.98179161,40.78536668,-73.97669412
40.74486653,-73.98598251,40.78622017,-73.97609437
40.76916627,-73.95901189,40.78527886,-73.97675915
40.76432442,-73.95945923,40.72356437,-73.98321324
40.75235028,-73.97971637,40.73613585,-74.01297223
40.77005069,-73.98079175,40.72151664,-73.98222888
40.77055862,-73.9861635,40.72356437,-73.98321324
40.76961476,-73.98364215,40.72132169,-73.98176716
40.79880049,-73.96897589,40.783954,-73.94637666
40.71007644,-74.01226648,40.783954,-73.94637666
40.80278452,-73.95251716,40.72101567,-73.98109212
40.73824263,-73.98048352,40.78595316,-73.94273505
40.79962299,-73.96965382,40.78595316,-73.94273505
40.77913077,-73.98090356,40.78595316,-73.94273505
40.73974645,-73.9850924,40.78595316,-73.94273505
40.71011368,-74.01235235,40.78595316,-73.94273505
40.76395531,-73.96078214,40.78595316,-73.94273505
40.76382569,-73.96047463,40.78595316,-73.94273505
40.7206881,-73.98224174,40.78595316,-73.94273505
40.76310829,-73.96071138,40.78595316,-73.94273505
40.77036254,-73.98154552,40.78595316,-73.94273505
