latitude15,longitude15,latitude05,longitude05
40.76272385,-73.98729652,40.72355888,-73.98315552
40.80402101,-73.95281041,40.72363301,-73.98332868
40.77123388,-73.95966713,40.79226005,-73.93653237
40.76497172,-73.99067638,40.79226005,-73.93653237
40.77241673,-73.95684834,40.79226005,-73.93653237
40.77346065,-73.95804293,40.79226005,-73.93653237
40.74033544,-73.97729531,40.71576732,-74.00980466
40.77323496,-73.95820514,40.7955458,-73.93225307
40.80393434,-73.95280608,40.79428958,-73.93372787
40.80378267,-73.95279851,40.7941091,-73.93490903
40.76253995,-73.96324927,40.79684746,-73.93338221
40.78268096,-73.95560689,40.79192345,-73.93837091
40.73615968,-74.00400565,40.79192345,-73.93837091
40.76269727,-73.98723336,40.79686121,-73.9334147
40.78793128,-73.94804647,40.7889987,-73.96827135
40.80225255,-73.95343952,40.78898222,-73.96822803
40.76274911,-73.98735653,40.79499029,-73.93515736
40.80386632,-73.95280268,40.79499029,-73.93515736
40.7829954,-73.97205653,40.76936122,-73.98916216
40.76305083,-73.98807348,40.76941339,-73.98928489
40.80218727,-73.95348719,40.76936122,-73.98916216
40.84076551,-73.93825674,40.76941339,-73.98928489
40.72203666,-74.00053654,40.76953967,-73.98958813
40.78602967,-73.96913479,40.76969615,-73.98990942
40.77245462,-73.95098622,40.72593103,-73.98879039
40.78797648,-73.94822412,40.84182765,-73.93782232
40.72199801,-74.00045769,40.84182765,-73.93782232
40.84088632,-73.9381695,40.78514859,-73.97113315
40.77311308,-73.95829273,40.79063781,-73.97017737
40.80077159,-73.94869927,40.80089975,-73.96792616
40.72201912,-74.00050075,40.76395993,-73.99398227
40.80232551,-73.95338625,40.76395993,-73.99398227
40.84118397,-73.93832146,40.76395993,-73.99398227
40.73889317,-73.98111968,40.76395993,-73.99398227
40.73940964,-73.97881747,40.76338905,-73.99452742
40.73883966,-73.98124867,40.76228012,-73.99355285
40.80073831,-73.9486203,40.79139258,-73.97005064
40.78460142,-73.95770841,40.77599821,-73.96345744
40.73893405,-73.98147364,40.76650843,-73.96865752
40.80169348,-73.9628445,40.77196662,-73.95000388
40.79923486,-73.97236982,40.82614718,-73.94328581
40.80139215,-73.96212892,40.77424352,-73.94723294
40.79862323,-73.97145094,40.77427372,-73.94725458
40.7554199,-73.9813327,40.74040585,-73.98101495
40.7553645,-73.98120058,40.77087286,-73.95331534
40.7273485,-73.97657332,40.77087286,-73.95331534
40.77238957,-73.95507159,40.7715075,-73.9548204
40.85178658,-73.93696655,40.77251222,-73.95519158
40.79898483,-73.97230547,40.77121821,-73.95212008
40.79864953,-73.97151311,40.77042384,-73.95614249
40.79892914,-73.97217388,40.76794929,-73.95228489
40.79831084,-73.97240567,40.7391324,-73.98177672
40.79056365,-73.97768562,40.7391324,-73.98177672
40.77242177,-73.9489451,40.7741436,-73.95093014
40.74787405,-73.98131727,40.77400623,-73.95060891
40.79520972,-73.97507535,40.77197562,-73.95179822
40.74854435,-73.97803857,40.74965155,-74.00647119
40.79428066,-73.973146,40.7454797,-73.99891011
40.78922102,-73.98066627,40.74500487,-73.99988812
40.76652028,-73.95281428,40.74502408,-73.99992782
40.76652028,-73.95281428,40.79509876,-73.97330664
40.76672841,-73.95323709,40.74307109,-73.98157716
40.80218015,-73.95788794,40.79431026,-73.97016851
40.79040262,-73.9795074,40.79484273,-73.97015021
40.8023688,-73.95833386,40.79484273,-73.97015021
40.79045449,-73.97963061,40.78231256,-73.9524082
40.80228736,-73.95814135,40.78231256,-73.9524082
40.76679286,-73.96259434,40.79644656,-73.97389841
40.79437179,-73.97371298,40.79704212,-73.97367786
40.79426086,-73.97379381,40.79704212,-73.97367786
40.776217,-73.9517611,40.79704212,-73.97367786
40.79903877,-73.97243296,40.79517503,-73.97090127
40.78036184,-73.97546898,40.7617343,-73.96509328
40.79415768,-73.96829278,40.79990787,-73.96443035
40.77988433,-73.97433261,40.80029113,-73.96129503
40.74337819,-73.97491661,40.8008591,-73.96073486
40.74342322,-73.97502325,40.80090853,-73.96081068
40.77632144,-73.95201107,40.80168866,-73.96270289
40.77592614,-73.95106499,40.80155131,-73.96237789
40.77380977,-73.95843215,40.76839797,-73.99092046
40.74749264,-73.98212011,40.80845716,-73.95503373
40.7737769,-73.95835375,40.79431665,-73.97388119
40.72107517,-74.00498515,40.79431665,-73.97388119
40.77402257,-73.95867614,40.77398154,-73.95753017
40.79927979,-73.97080151,40.77928028,-73.98532593
40.77394476,-73.9584918,40.76865861,-73.98954856
40.83861397,-73.94227717,40.7785842,-73.97554106
40.8312327,-73.94694486,40.78419128,-73.9490775
40.80313278,-73.96723047,40.81828261,-73.94703905
40.74389831,-73.97793192,40.76719036,-73.99193867
40.78055634,-73.95835937,40.76719036,-73.99193867
40.8500187,-73.93909236,40.76725625,-73.99209389
40.79744421,-73.9735255,40.76719036,-73.99193867
40.78139743,-73.97643684,40.76725625,-73.99209389
40.83903825,-73.94328067,40.71939614,-74.00619047
40.78043794,-73.95807745,40.71939614,-74.00619047
40.78136155,-73.97635154,40.80669413,-73.9408569
40.83103039,-73.9470949,40.82003905,-73.94664023
40.77830236,-73.95501566,40.76590862,-73.99274025
40.80282441,-73.95832957,40.76455002,-73.99344073
40.77843142,-73.95532117,40.78028263,-73.97299843
40.83890969,-73.94297659,40.78028263,-73.97299843
40.80289413,-73.95827902,40.78028263,-73.97299843
40.83808028,-73.9429481,40.78028263,-73.97299843
40.77711846,-73.95811258,40.78028263,-73.97299843
40.7782277,-73.95483892,40.7792044,-73.97503533
40.8389978,-73.94318499,40.8084244,-73.94302638
40.729787,-74.00702891,40.80828426,-73.94269777
40.76427295,-73.96856221,40.80834471,-73.9428386
40.83881877,-73.94276155,40.80826502,-73.94265083
40.80296072,-73.95823075,40.78910306,-73.96851687
40.80842575,-73.95974356,40.8080864,-73.94222835
40.75671089,-73.96333057,40.78906736,-73.96843744
40.84708071,-73.93939364,40.80800119,-73.94197917
40.84712086,-73.93959276,40.80763118,-73.94303067
40.75627379,-73.96616481,40.80766143,-73.94315346
40.80796177,-73.95986696,40.80327155,-73.94666451
40.77849861,-73.95548024,40.77784041,-73.97570021
40.72795309,-74.00320218,40.792211,-73.97199323
40.75612818,-73.96582029,40.78430961,-73.97500814
40.77834902,-73.95512613,40.79612018,-73.94975459
40.85029707,-73.93861156,40.79612018,-73.94975459
40.84710198,-73.93949914,40.79612018,-73.94975459
40.75616151,-73.96589917,40.79612018,-73.94975459
40.80011502,-73.97109229,40.79612018,-73.94975459
40.72487622,-74.00491037,40.79489902,-73.94432729
40.72000137,-73.99402521,40.80555363,-73.93810544
40.84128157,-73.93674166,40.80555363,-73.93810544
40.80151023,-73.95824443,40.80555363,-73.93810544
40.79092563,-73.97952849,40.80555363,-73.93810544
40.83906264,-73.94308295,40.72263213,-73.99247078
40.84129316,-73.9385806,40.80192824,-73.96522752
40.84133843,-73.93868805,40.80203261,-73.96546947
40.74596309,-73.98063765,40.79567842,-73.95007997
40.77916292,-73.95706065,40.79597201,-73.94986305
40.80856032,-73.94078301,40.79597201,-73.94986305
40.77125792,-73.97978579,40.76430718,-73.96879573
40.78475139,-73.97793495,40.76431541,-73.96876685
40.78471162,-73.97784051,40.77832819,-73.94832735
40.73785637,-74.00392492,40.76560902,-73.97202246
40.77818663,-73.95474171,40.82294283,-73.94637776
40.85044669,-73.93958736,40.8223584,-73.94679373
40.80198519,-73.95769224,40.78534799,-73.95182104
40.84143324,-73.93891307,40.73057827,-73.99357035
40.85083258,-73.94170814,40.76599586,-73.97132557
40.8021487,-73.9580801,40.76599586,-73.97132557
40.80201342,-73.9577592,40.71887155,-74.01087653
40.76770669,-73.96746479,40.79385561,-73.97422085
40.80189212,-73.95747146,40.7944297,-73.97628645
40.73789649,-74.00382185,40.79324357,-73.97439805
40.80193912,-73.95758296,40.74642136,-73.97581272
40.80204591,-73.95783627,40.74642136,-73.97581272
40.80496089,-73.96448437,40.81686598,-73.94626704
40.75783525,-73.96598778,40.8030983,-73.96801902
40.8031186,-73.93469414,40.83284187,-73.94394502
40.80949665,-73.94009944,40.83611259,-73.94197272
40.80485974,-73.96424427,40.83611536,-73.94202693
40.77920256,-73.94709824,40.79157518,-73.97628746
40.8284764,-73.94890992,40.7915944,-73.97633441
40.80489567,-73.96432957,40.79130067,-73.97610338
40.77872271,-73.97599046,40.79124303,-73.97611785
40.77993921,-73.95689648,40.79415249,-73.97629738
40.77997027,-73.95697044,40.79415249,-73.97629738
40.77936713,-73.97554919,40.79315582,-73.97475201
40.8305181,-73.94853266,40.80285919,-73.95840753
40.85025874,-73.93953111,40.80285919,-73.95840753
40.77893471,-73.97624094,40.80285919,-73.95840753
40.85036665,-73.93948781,40.74642136,-73.97581272
40.77496428,-73.98693748,40.74804351,-73.97582656
40.8306657,-73.94888354,40.79178051,-73.97387135
40.83055932,-73.94863065,40.79194517,-73.97375211
40.77882039,-73.97597009,40.79194517,-73.97375211
40.83077741,-73.94914907,40.82934865,-73.94563545
40.80836097,-73.94274286,40.82936514,-73.94567518
40.82822134,-73.95056407,40.83106857,-73.94942105
40.85575226,-73.92759563,40.80022669,-73.96585327
40.77945944,-73.97576838,40.80250283,-73.96851776
40.77975338,-73.97646641,40.75934582,-73.96331136
40.85571094,-73.92749767,40.75949689,-73.96367225
40.77957036,-73.9760318,40.79631053,-73.93519581
40.74587649,-73.98043173,40.79715452,-73.93765095
40.79680319,-73.97377327,40.79851968,-73.93958559
40.80841021,-73.94285975,40.79839585,-73.93899698
40.79713627,-73.97350609,40.80103987,-73.94620036
40.77955564,-73.97796821,40.78018301,-73.98322786
40.85579226,-73.92769042,40.84895456,-73.93105287
40.85589091,-73.92792425,40.80321889,-73.9673724
40.79633329,-73.93397085,40.84999682,-73.92984813
40.7960178,-73.9332256,40.85068947,-73.93149206
40.79642491,-73.9341873,40.77730151,-73.9544879
40.79629108,-73.93387115,40.77728777,-73.95445541
40.77991808,-73.97883015,40.75615127,-73.99801478
40.80772164,-73.93762127,40.74644059,-73.97585963
40.79625502,-73.93378596,40.80120705,-73.94566927
40.7963795,-73.93408002,40.80120705,-73.94566927
40.76904588,-73.9667679,40.80120705,-73.94566927
40.77794304,-73.95682431,40.80022669,-73.96585327
40.78793044,-73.9798186,40.80110846,-73.94614973
40.79969495,-73.93635955,40.80231299,-73.94527104
40.79963525,-73.93621808,40.80231299,-73.94527104
40.72197488,-74.01066692,40.80231299,-73.94527104
40.79982259,-73.93666206,40.80231299,-73.94527104
40.7997593,-73.93651207,40.80231299,-73.94527104
40.82857585,-73.95051487,40.80231299,-73.94527104
40.82225905,-73.95371051,40.79308424,-73.96365753
40.80774728,-73.95546355,40.77516918,-73.95533061
40.8000415,-73.93718088,40.77518017,-73.9553631
40.77805679,-73.95674125,40.77541094,-73.95590813
40.80790836,-73.95584496,40.79387179,-73.96308287
40.78523563,-73.9773764,40.79643263,-73.96308506
40.81308584,-73.96139276,40.79649574,-73.96303807
40.71155705,-74.01551679,40.79624281,-73.96177774
40.80155717,-73.93687537,40.79643235,-73.96222548
40.71141655,-74.01517377,40.79643235,-73.96222548
40.72205543,-74.01065295,40.79538927,-73.96198048
40.71152322,-74.01543421,40.79538927,-73.96198048
40.72538348,-73.98987329,40.79683384,-73.96461619
40.77549595,-73.95656053,40.79683384,-73.96461619
40.80785502,-73.95571866,40.79683384,-73.96461619
40.80780035,-73.95558921,40.79352329,-73.96333948
40.70991994,-74.01535667,40.79352329,-73.96333948
40.7114959,-74.01536751,40.79352329,-73.96333948
40.7998583,-73.93674668,40.74877992,-73.98009224
40.70992766,-74.01542598,40.79467147,-73.96621366
40.72293679,-74.01068872,40.72818446,-73.98861322
40.71144126,-74.01523411,40.79982337,-73.94495525
40.80161797,-73.93701934,40.79963079,-73.94402716
40.71158567,-74.01558667,40.85060314,-73.92941736
40.72332097,-74.00903548,40.75938975,-73.96337631
40.7112018,-74.0160558,40.79324125,-73.97634465
40.8124004,-73.94265062,40.79361454,-73.97638425
